statuses__metadata__iso_language_code	statuses__metadata__result_type	statuses__created_at	statuses__id	statuses__id_str	statuses__text	statuses__source	statuses__truncated	statuses__in_reply_to_status_id	statuses__in_reply_to_status_id_str	statuses__in_reply_to_user_id	statuses__in_reply_to_user_id_str	statuses__in_reply_to_screen_name	statuses__user__id	statuses__user__id_str	statuses__user__name	statuses__user__screen_name	statuses__user__location	statuses__user__description	statuses__user__url	statuses__user__entities__url__urls__url	statuses__user__entities__url__urls__expanded_url	statuses__user__entities__url__urls__display_url	statuses__user__entities__url__urls__indices	statuses__user__protected	statuses__user__followers_count	statuses__user__friends_count	statuses__user__listed_count	statuses__user__created_at	statuses__user__favourites_count	statuses__user__utc_offset	statuses__user__time_zone	statuses__user__geo_enabled	statuses__user__verified	statuses__user__statuses_count	statuses__user__lang	statuses__user__contributors_enabled	statuses__user__is_translator	statuses__user__is_translation_enabled	statuses__user__profile_background_color	statuses__user__profile_background_image_url	statuses__user__profile_background_image_url_https	statuses__user__profile_background_tile	statuses__user__profile_image_url	statuses__user__profile_image_url_https	statuses__user__profile_banner_url	statuses__user__profile_link_color	statuses__user__profile_sidebar_border_color	statuses__user__profile_sidebar_fill_color	statuses__user__profile_text_color	statuses__user__profile_use_background_image	statuses__user__has_extended_profile	statuses__user__default_profile	statuses__user__default_profile_image	statuses__user__following	statuses__user__follow_request_sent	statuses__user__notifications	statuses__geo__type	statuses__geo__coordinates	statuses__coordinates__type	statuses__coordinates__coordinates	statuses__place__id	statuses__place__url	statuses__place__place_type	statuses__place__name	statuses__place__full_name	statuses__place__country_code	statuses__place__country	statuses__place__bounding_box__type	statuses__place__bounding_box__coordinates__001	statuses__place__bounding_box__coordinates__002	statuses__contributors	statuses__is_quote_status	statuses__retweet_count	statuses__favorite_count	statuses__entities__hashtags__text	statuses__entities__hashtags__indices	statuses__entities__urls__url	statuses__entities__urls__expanded_url	statuses__entities__urls__display_url	statuses__entities__urls__indices	statuses__favorited	statuses__retweeted	statuses__possibly_sensitive	statuses__lang	search_metadata__completed_in	search_metadata__max_id	search_metadata__max_id_str	search_metadata__query	search_metadata__refresh_url	search_metadata__count	search_metadata__since_id	search_metadata__since_id_str			provenance
en	recent	Wed Feb 24 02:58:57 +0000 2016	7.02327E+17	7.02327E+17	"Yup. ""Irish Flu Shots."" #prwin @ Oxford Beverage https://t.co/KyfVNbRPzl"	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	FALSE	null	null	null	null	null	23106700	23106700	Karen Dybis	kdybis	Michigan	"Freelance writer. Blogger, @DetroitUnspun. Digital editor, @CorpMagazine. Author of Better Made in Michigan & The Ford-Wyoming Drive-In, @HistoryPress."	https://t.co/fu9lC88r9M	https://t.co/fu9lC88r9M	http://www.amazon.com/The-Ford-Wyoming-Drive-In-Canoodling-Landmarks/dp/162619548X	amazon.com/The-Ford-Wyomi…	0	FALSE	1728	1994	83	Fri Mar 06 19:31:18 +0000 2009	344	-18000	Quito	TRUE	FALSE	5529	en	FALSE	FALSE	FALSE	BADFCD	http://abs.twimg.com/images/themes/theme12/bg.gif	https://abs.twimg.com/images/themes/theme12/bg.gif	FALSE	http://pbs.twimg.com/profile_images/469486993601077248/JzZVNFVG_normal.jpeg	https://pbs.twimg.com/profile_images/469486993601077248/JzZVNFVG_normal.jpeg	https://pbs.twimg.com/profile_banners/23106700/1433818309	00FFFF	F2E195	FFF7CC	0C3E53	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Point	42.43415	Point	-82.90888	d8a409bb33c9355b	https://api.twitter.com/1.1/geo/id/d8a409bb33c9355b.json	city	Grosse Pointe Woods	"Grosse Pointe Woods, MI"	US	United States	Polygon	-82.9231309	42.4182695	null	FALSE	0	0	prwin	24	https://t.co/KyfVNbRPzl	https://www.instagram.com/p/BCJzIAbOIEb/	instagram.com/p/BCJzIAbOIEb/	49	FALSE	FALSE	FALSE	en	0.029	7.02327E+17	7.02327E+17	flu	?since_id=702326822734798848&q=flu&geocode=42.228517%2C-83.67187%2C70km&include_entities=1	15	0	0			resultAnnArborFlu70km
																							23																																			-82.90888		42.43415									-82.877488	42.4182695						30				72															
																																																																					-82.877488	42.4509608																									
																																																																					-82.9231309	42.4509608																									
