created_at,id,id_str,text,truncated,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user__id,user__id_str,user__name,user__screen_name,user__location,user__description,user__url,user__entities__url__urls__url,user__entities__url__urls__expanded_url,user__entities__url__urls__display_url,user__entities__url__urls__indices__001,user__entities__url__urls__indices__002,user__protected,user__followers_count,user__friends_count,user__listed_count,user__created_at,user__favourites_count,user__utc_offset,user__time_zone,user__geo_enabled,user__verified,user__statuses_count,user__lang,user__contributors_enabled,user__is_translator,user__is_translation_enabled,user__profile_background_color,user__profile_background_image_url,user__profile_background_image_url_https,user__profile_background_tile,user__profile_image_url,user__profile_image_url_https,user__profile_banner_url,user__profile_link_color,user__profile_sidebar_border_color,user__profile_sidebar_fill_color,user__profile_text_color,user__profile_use_background_image,user__has_extended_profile,user__default_profile,user__default_profile_image,user__following,user__follow_request_sent,user__notifications,geo,coordinates,place,contributors,retweeted_status__created_at,retweeted_status__id,retweeted_status__id_str,retweeted_status__text,retweeted_status__truncated,retweeted_status__source,retweeted_status__in_reply_to_status_id,retweeted_status__in_reply_to_status_id_str,retweeted_status__in_reply_to_user_id,retweeted_status__in_reply_to_user_id_str,retweeted_status__in_reply_to_screen_name,retweeted_status__user__id,retweeted_status__user__id_str,retweeted_status__user__name,retweeted_status__user__screen_name,retweeted_status__user__location,retweeted_status__user__description,retweeted_status__user__url,retweeted_status__user__entities__url__urls__url,retweeted_status__user__entities__url__urls__expanded_url,retweeted_status__user__entities__url__urls__display_url,retweeted_status__user__entities__url__urls__indices__001,retweeted_status__user__entities__url__urls__indices__002,retweeted_status__user__protected,retweeted_status__user__followers_count,retweeted_status__user__friends_count,retweeted_status__user__listed_count,retweeted_status__user__created_at,retweeted_status__user__favourites_count,retweeted_status__user__utc_offset,retweeted_status__user__time_zone,retweeted_status__user__geo_enabled,retweeted_status__user__verified,retweeted_status__user__statuses_count,retweeted_status__user__lang,retweeted_status__user__contributors_enabled,retweeted_status__user__is_translator,retweeted_status__user__is_translation_enabled,retweeted_status__user__profile_background_color,retweeted_status__user__profile_background_image_url,retweeted_status__user__profile_background_image_url_https,retweeted_status__user__profile_background_tile,retweeted_status__user__profile_image_url,retweeted_status__user__profile_image_url_https,retweeted_status__user__profile_banner_url,retweeted_status__user__profile_link_color,retweeted_status__user__profile_sidebar_border_color,retweeted_status__user__profile_sidebar_fill_color,retweeted_status__user__profile_text_color,retweeted_status__user__profile_use_background_image,retweeted_status__user__has_extended_profile,retweeted_status__user__default_profile,retweeted_status__user__default_profile_image,retweeted_status__user__following,retweeted_status__user__follow_request_sent,retweeted_status__user__notifications,retweeted_status__geo,retweeted_status__coordinates,retweeted_status__place__id,retweeted_status__place__url,retweeted_status__place__place_type,retweeted_status__place__name,retweeted_status__place__full_name,retweeted_status__place__country_code,retweeted_status__place__country,retweeted_status__place__bounding_box__type,retweeted_status__place__bounding_box__coordinates__001,retweeted_status__place__bounding_box__coordinates__002,retweeted_status__place,retweeted_status__contributors,retweeted_status__quoted_status_id,retweeted_status__quoted_status_id_str,retweeted_status__quoted_status__created_at,retweeted_status__quoted_status__id,retweeted_status__quoted_status__id_str,retweeted_status__quoted_status__text,retweeted_status__quoted_status__truncated,retweeted_status__quoted_status__source,retweeted_status__quoted_status__in_reply_to_status_id,retweeted_status__quoted_status__in_reply_to_status_id_str,retweeted_status__quoted_status__in_reply_to_user_id,retweeted_status__quoted_status__in_reply_to_user_id_str,retweeted_status__quoted_status__in_reply_to_screen_name,retweeted_status__quoted_status__user__id,retweeted_status__quoted_status__user__id_str,retweeted_status__quoted_status__user__name,retweeted_status__quoted_status__user__screen_name,retweeted_status__quoted_status__user__location,retweeted_status__quoted_status__user__description,retweeted_status__quoted_status__user__url,retweeted_status__quoted_status__user__entities__|,retweeted_status__quoted_status__user__entities__|__urls__url,retweeted_status__quoted_status__user__entities__|__urls__expanded_url,retweeted_status__quoted_status__user__entities__|__urls__display_url,retweeted_status__quoted_status__user__entities__|__urls__indices__001,retweeted_status__quoted_status__user__entities__|__urls__indices__002,retweeted_status__quoted_status__user__protected,retweeted_status__quoted_status__user__followers_count,retweeted_status__quoted_status__user__friends_count,retweeted_status__quoted_status__user__listed_count,retweeted_status__quoted_status__user__created_at,retweeted_status__quoted_status__user__favourites_count,retweeted_status__quoted_status__user__utc_offset,retweeted_status__quoted_status__user__time_zone,retweeted_status__quoted_status__user__geo_enabled,retweeted_status__quoted_status__user__verified,retweeted_status__quoted_status__user__statuses_count,retweeted_status__quoted_status__user__lang,retweeted_status__quoted_status__user__contributors_enabled,retweeted_status__quoted_status__user__is_translator,retweeted_status__quoted_status__user__is_translation_enabled,retweeted_status__quoted_status__user__profile_background_color,retweeted_status__quoted_status__user__profile_background_image_url,retweeted_status__quoted_status__user__profile_background_image_url_https,retweeted_status__quoted_status__user__profile_background_tile,retweeted_status__quoted_status__user__profile_image_url,retweeted_status__quoted_status__user__profile_image_url_https,retweeted_status__quoted_status__user__profile_banner_url,retweeted_status__quoted_status__user__profile_link_color,retweeted_status__quoted_status__user__profile_sidebar_border_color,retweeted_status__quoted_status__user__profile_sidebar_fill_color,retweeted_status__quoted_status__user__profile_text_color,retweeted_status__quoted_status__user__profile_use_background_image,retweeted_status__quoted_status__user__has_extended_profile,retweeted_status__quoted_status__user__default_profile,retweeted_status__quoted_status__user__default_profile_image,retweeted_status__quoted_status__user__following,retweeted_status__quoted_status__user__follow_request_sent,retweeted_status__quoted_status__user__notifications,retweeted_status__quoted_status__geo,retweeted_status__quoted_status__coordinates,retweeted_status__quoted_status__place,retweeted_status__quoted_status__contributors,retweeted_status__quoted_status__is_quote_status,retweeted_status__quoted_status__retweet_count,retweeted_status__quoted_status__favorite_count,retweeted_status__quoted_status__entities__hashtags__text,retweeted_status__quoted_status__entities__hashtags__indices__001,retweeted_status__quoted_status__entities__hashtags__indices__002,retweeted_status__quoted_status__entities__user_mentions__screen_name,retweeted_status__quoted_status__entities__user_mentions__name,retweeted_status__quoted_status__entities__user_mentions__id,retweeted_status__quoted_status__entities__user_mentions__id_str,retweeted_status__quoted_status__entities__user_mentions__indices__001,retweeted_status__quoted_status__entities__user_mentions__indices__002,retweeted_status__quoted_status__entities__urls__url,retweeted_status__quoted_status__entities__urls__expanded_url,retweeted_status__quoted_status__entities__urls__display_url,retweeted_status__quoted_status__entities__urls__indices__001,retweeted_status__quoted_status__entities__urls__indices__002,retweeted_status__quoted_status__entities__media__id,retweeted_status__quoted_status__entities__media__id_str,retweeted_status__quoted_status__entities__media__indices__001,retweeted_status__quoted_status__entities__media__indices__002,retweeted_status__quoted_status__entities__media__media_url,retweeted_status__quoted_status__entities__media__media_url_https,retweeted_status__quoted_status__entities__media__url,retweeted_status__quoted_status__entities__media__display_url,retweeted_status__quoted_status__entities__media__expanded_url,retweeted_status__quoted_status__entities__media__type,retweeted_status__quoted_status__entities__media__sizes__|,retweeted_status__quoted_status__entities__media__sizes__|__w,retweeted_status__quoted_status__entities__media__sizes__|__h,retweeted_status__quoted_status__entities__media__sizes__|__resize,retweeted_status__quoted_status__extended_entities__media__id,retweeted_status__quoted_status__extended_entities__media__id_str,retweeted_status__quoted_status__extended_entities__media__indices__001,retweeted_status__quoted_status__extended_entities__media__indices__002,retweeted_status__quoted_status__extended_entities__media__media_url,retweeted_status__quoted_status__extended_entities__media__media_url_https,retweeted_status__quoted_status__extended_entities__media__url,retweeted_status__quoted_status__extended_entities__media__display_url,retweeted_status__quoted_status__extended_entities__media__expanded_url,retweeted_status__quoted_status__extended_entities__media__type,retweeted_status__quoted_status__extended_entities__media__sizes__|,retweeted_status__quoted_status__extended_entities__media__sizes__|__w,retweeted_status__quoted_status__extended_entities__media__sizes__|__h,retweeted_status__quoted_status__extended_entities__media__sizes__|__resize,retweeted_status__quoted_status__favorited,retweeted_status__quoted_status__retweeted,retweeted_status__quoted_status__possibly_sensitive,retweeted_status__quoted_status__lang,retweeted_status__is_quote_status,retweeted_status__retweet_count,retweeted_status__favorite_count,retweeted_status__entities__hashtags__text,retweeted_status__entities__hashtags__indices__001,retweeted_status__entities__hashtags__indices__002,retweeted_status__entities__user_mentions__screen_name,retweeted_status__entities__user_mentions__name,retweeted_status__entities__user_mentions__id,retweeted_status__entities__user_mentions__id_str,retweeted_status__entities__user_mentions__indices__001,retweeted_status__entities__user_mentions__indices__002,retweeted_status__entities__urls__url,retweeted_status__entities__urls__expanded_url,retweeted_status__entities__urls__display_url,retweeted_status__entities__urls__indices__001,retweeted_status__entities__urls__indices__002,retweeted_status__entities__media__id,retweeted_status__entities__media__id_str,retweeted_status__entities__media__indices__001,retweeted_status__entities__media__indices__002,retweeted_status__entities__media__media_url,retweeted_status__entities__media__media_url_https,retweeted_status__entities__media__url,retweeted_status__entities__media__display_url,retweeted_status__entities__media__expanded_url,retweeted_status__entities__media__type,retweeted_status__entities__media__sizes__|,retweeted_status__entities__media__sizes__|__w,retweeted_status__entities__media__sizes__|__h,retweeted_status__entities__media__sizes__|__resize,retweeted_status__extended_entities__media__id,retweeted_status__extended_entities__media__id_str,retweeted_status__extended_entities__media__indices__001,retweeted_status__extended_entities__media__indices__002,retweeted_status__extended_entities__media__media_url,retweeted_status__extended_entities__media__media_url_https,retweeted_status__extended_entities__media__url,retweeted_status__extended_entities__media__display_url,retweeted_status__extended_entities__media__expanded_url,retweeted_status__extended_entities__media__type,retweeted_status__extended_entities__media__sizes__|,retweeted_status__extended_entities__media__sizes__|__w,retweeted_status__extended_entities__media__sizes__|__h,retweeted_status__extended_entities__media__sizes__|__resize,retweeted_status__extended_entities__media__video_info__variants__bitrate,retweeted_status__extended_entities__media__video_info__aspect_ratio__001,retweeted_status__extended_entities__media__video_info__aspect_ratio__002,retweeted_status__extended_entities__media__video_info__duration_millis,retweeted_status__extended_entities__media__video_info__variants__content_type,retweeted_status__extended_entities__media__video_info__variants__url,retweeted_status__favorited,retweeted_status__retweeted,retweeted_status__possibly_sensitive,retweeted_status__lang,is_quote_status,retweet_count,favorite_count,entities__hashtags__text,entities__hashtags__indices__001,entities__hashtags__indices__002,entities__user_mentions__screen_name,entities__user_mentions__name,entities__user_mentions__id,entities__user_mentions__id_str,entities__user_mentions__indices__001,entities__user_mentions__indices__002,entities__urls__url,entities__urls__expanded_url,entities__urls__display_url,entities__urls__indices__001,entities__urls__indices__002,entities__media__id,entities__media__id_str,entities__media__indices__001,entities__media__indices__002,entities__media__media_url,entities__media__media_url_https,entities__media__url,entities__media__display_url,entities__media__expanded_url,entities__media__type,entities__media__sizes__|,entities__media__sizes__|__w,entities__media__sizes__|__h,entities__media__sizes__|__resize,entities__media__source_status_id,entities__media__source_status_id_str,entities__media__source_user_id,entities__media__source_user_id_str,extended_entities__media__id,extended_entities__media__id_str,extended_entities__media__indices__001,extended_entities__media__indices__002,extended_entities__media__media_url,extended_entities__media__media_url_https,extended_entities__media__url,extended_entities__media__display_url,extended_entities__media__expanded_url,extended_entities__media__type,extended_entities__media__sizes__|,extended_entities__media__sizes__|__w,extended_entities__media__sizes__|__h,extended_entities__media__sizes__|__resize,extended_entities__media__video_info__aspect_ratio__001,extended_entities__media__video_info__aspect_ratio__002,extended_entities__media__video_info__duration_millis,extended_entities__media__video_info__variants__bitrate,extended_entities__media__video_info__variants__content_type,extended_entities__media__video_info__variants__url,extended_entities__media__source_status_id,extended_entities__media__source_status_id_str,extended_entities__media__source_user_id,extended_entities__media__source_user_id_str,favorited,retweeted,possibly_sensitive,lang
Thu Mar 03 18:58:51 +0000 2016,7.05467E+17,7.05467E+17,"RT @UM_SPH: These @UMich students are helping farmers in #India reap better, safer harvests: https://t.co/NPW0FGYtfg https://t.co/GjZzmG1jYc",FALSE,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",null,null,null,null,null,88836132,88836132,UniversityofMichigan,UMich,"Ann Arbor, MI","The world needs Victors. This is where they are made. Co??e to #Michigan. A world-renowned public institution, fostering excellence for all. #LeadersandBest",https://t.co/1E6wZT0bSU,https://t.co/1E6wZT0bSU,http://socialmedia.umich.edu,socialmedia.umich.edu,0,23,FALSE,143866,930,1320,Tue Nov 10 03:02:02 +0000 2009,5357,-18000,Eastern Time (US & Canada),TRUE,TRUE,14420,en,FALSE,FALSE,FALSE,84AFE1,http://pbs.twimg.com/profile_background_images/585445466034216960/ju_91JDS.jpg,https://pbs.twimg.com/profile_background_images/585445466034216960/ju_91JDS.jpg,FALSE,http://pbs.twimg.com/profile_images/672051381100908545/46bwdLFv_normal.png,https://pbs.twimg.com/profile_images/672051381100908545/46bwdLFv_normal.png,https://pbs.twimg.com/profile_banners/88836132/1453400249,2B70C4,FFFFFF,FEF3D3,333333,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,null,null,Thu Mar 03 16:08:06 +0000 2016,7.05425E+17,7.05425E+17,"These @UMich students are helping farmers in #India reap better, safer harvests: https://t.co/NPW0FGYtfg https://t.co/GjZzmG1jYc",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",null,null,null,null,null,24695651,24695651,UM Sch Public Health,UM_SPH,"Ann Arbor, MI",University of Michigan School of Public Health creates & shares knowledge to prevent disease & promote health. Office of Marketing/Communications posting.,http://t.co/Fb3TTV6RuG,http://t.co/Fb3TTV6RuG,http://www.sph.umich.edu/,sph.umich.edu,0,22,FALSE,10270,1816,443,Mon Mar 16 14:09:33 +0000 2009,1876,-18000,Eastern Time (US & Canada),TRUE,FALSE,10940,en,FALSE,FALSE,FALSE,0099B9,http://pbs.twimg.com/profile_background_images/465629430/bike.jpg,https://pbs.twimg.com/profile_background_images/465629430/bike.jpg,TRUE,http://pbs.twimg.com/profile_images/3626959592/cfcb93639e76dd825f405d4318c5db3a_normal.png,https://pbs.twimg.com/profile_images/3626959592/cfcb93639e76dd825f405d4318c5db3a_normal.png,https://pbs.twimg.com/profile_banners/24695651/1452197956,0099B9,FFFFFF,95E8EC,3C3940,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,null,null,,,,,,,,,,,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2,2,India,45,51,UMich,UniversityofMichigan,88836132,88836132,6,12,https://t.co/NPW0FGYtfg,http://ns.umich.edu/new/releases/22935-desilting-ponds-in-india-benefit-farmers-environment,ns.umich.edu/new/releases/2…,81,104,7.05425E+17,7.05425E+17,105,128,http://pbs.twimg.com/media/Ccor3PJXIAAm14J.jpg,https://pbs.twimg.com/media/Ccor3PJXIAAm14J.jpg,https://t.co/GjZzmG1jYc,pic.twitter.com/GjZzmG1jYc,http://twitter.com/UM_SPH/status/705424519750676480/photo/1,photo,large,826,465,fit,7.05425E+17,7.05425E+17,105,128,http://pbs.twimg.com/media/Ccor3PJXIAAm14J.jpg,https://pbs.twimg.com/media/Ccor3PJXIAAm14J.jpg,https://t.co/GjZzmG1jYc,pic.twitter.com/GjZzmG1jYc,http://twitter.com/UM_SPH/status/705424519750676480/photo/1,photo,large,826,465,fit,,,,,,,FALSE,FALSE,FALSE,en,FALSE,2,0,India,57,63,UM_SPH,UM Sch Public Health,24695651,24695651,3,10,https://t.co/NPW0FGYtfg,http://ns.umich.edu/new/releases/22935-desilting-ponds-in-india-benefit-farmers-environment,ns.umich.edu/new/releases/2…,93,116,7.05425E+17,7.05425E+17,117,140,http://pbs.twimg.com/media/Ccor3PJXIAAm14J.jpg,https://pbs.twimg.com/media/Ccor3PJXIAAm14J.jpg,https://t.co/GjZzmG1jYc,pic.twitter.com/GjZzmG1jYc,http://twitter.com/UM_SPH/status/705424519750676480/photo/1,photo,large,826,465,fit,7.05425E+17,7.05425E+17,24695651,24695651,7.05425E+17,7.05425E+17,117,140,http://pbs.twimg.com/media/Ccor3PJXIAAm14J.jpg,https://pbs.twimg.com/media/Ccor3PJXIAAm14J.jpg,https://t.co/GjZzmG1jYc,pic.twitter.com/GjZzmG1jYc,http://twitter.com/UM_SPH/status/705424519750676480/photo/1,photo,large,826,465,fit,,,,,,,7.05425E+17,7.05425E+17,24695651,24695651,FALSE,FALSE,FALSE,en
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thumb,150,150,crop,,,,,,,,,,,thumb,150,150,crop,,,,,,,,,,,,,,,,,UMich,UniversityofMichigan,88836132,88836132,18,24,,,,,,,,,,,,,,,,thumb,150,150,crop,,,,,,,,,,,,,,,thumb,150,150,crop,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,600,338,fit,,,,,,,,,,,medium,600,338,fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,600,338,fit,,,,,,,,,,,,,,,medium,600,338,fit,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small,340,191,fit,,,,,,,,,,,small,340,191,fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small,340,191,fit,,,,,,,,,,,,,,,small,340,191,fit,,,,,,,,,,,,,,
Thu Mar 03 18:00:49 +0000 2016,7.05453E+17,7.05453E+17,#GIFparty?  Our furry campus friend is on his way. #GoBlue ?? https://t.co/PkCnXjZnmo,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",null,null,null,null,null,88836132,88836132,UniversityofMichigan,UMich,"Ann Arbor, MI","The world needs Victors. This is where they are made. Co??e to #Michigan. A world-renowned public institution, fostering excellence for all. #LeadersandBest",https://t.co/1E6wZT0bSU,https://t.co/1E6wZT0bSU,http://socialmedia.umich.edu,socialmedia.umich.edu,0,23,FALSE,143866,930,1320,Tue Nov 10 03:02:02 +0000 2009,5357,-18000,Eastern Time (US & Canada),TRUE,TRUE,14420,en,FALSE,FALSE,FALSE,84AFE1,http://pbs.twimg.com/profile_background_images/585445466034216960/ju_91JDS.jpg,https://pbs.twimg.com/profile_background_images/585445466034216960/ju_91JDS.jpg,FALSE,http://pbs.twimg.com/profile_images/672051381100908545/46bwdLFv_normal.png,https://pbs.twimg.com/profile_images/672051381100908545/46bwdLFv_normal.png,https://pbs.twimg.com/profile_banners/88836132/1453400249,2B70C4,FFFFFF,FEF3D3,333333,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,29,53,GIFparty,0,9,,,,,,,,,,,,7.05453E+17,7.05453E+17,61,84,http://pbs.twimg.com/tweet_video_thumb/CcpFlYZUMAAwyQN.jpg,https://pbs.twimg.com/tweet_video_thumb/CcpFlYZUMAAwyQN.jpg,https://t.co/PkCnXjZnmo,pic.twitter.com/PkCnXjZnmo,http://twitter.com/UMich/status/705452887401345024/photo/1,photo,medium,286,200,fit,,,,,7.05453E+17,7.05453E+17,61,84,http://pbs.twimg.com/tweet_video_thumb/CcpFlYZUMAAwyQN.jpg,https://pbs.twimg.com/tweet_video_thumb/CcpFlYZUMAAwyQN.jpg,https://t.co/PkCnXjZnmo,pic.twitter.com/PkCnXjZnmo,http://twitter.com/UMich/status/705452887401345024/photo/1,animated_gif,medium,286,200,fit,143,100,,0,video/mp4,https://pbs.twimg.com/tweet_video/CcpFlYZUMAAwyQN.mp4,,,,,FALSE,FALSE,FALSE,en
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GoBlue,51,58,,,,,,,,,,,,,,,,,,,,,,large,286,200,fit,,,,,,,,,,,,,,,large,286,200,fit,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thumb,150,150,crop,,,,,,,,,,,,,,,thumb,150,150,crop,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small,286,200,fit,,,,,,,,,,,,,,,small,286,200,fit,,,,,,,,,,,,,,
Thu Mar 03 17:00:49 +0000 2016,7.05438E+17,7.05438E+17,"Never settle for ordinary #Wolverines, always strive for the extraordinary! #NationalReadingMonth https://t.co/NMxhXed7dm",FALSE,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",null,null,null,null,null,88836132,88836132,UniversityofMichigan,UMich,"Ann Arbor, MI","The world needs Victors. This is where they are made. Co??e to #Michigan. A world-renowned public institution, fostering excellence for all. #LeadersandBest",https://t.co/1E6wZT0bSU,https://t.co/1E6wZT0bSU,http://socialmedia.umich.edu,socialmedia.umich.edu,0,23,FALSE,143866,930,1320,Tue Nov 10 03:02:02 +0000 2009,5357,-18000,Eastern Time (US & Canada),TRUE,TRUE,14420,en,FALSE,FALSE,FALSE,84AFE1,http://pbs.twimg.com/profile_background_images/585445466034216960/ju_91JDS.jpg,https://pbs.twimg.com/profile_background_images/585445466034216960/ju_91JDS.jpg,FALSE,http://pbs.twimg.com/profile_images/672051381100908545/46bwdLFv_normal.png,https://pbs.twimg.com/profile_images/672051381100908545/46bwdLFv_normal.png,https://pbs.twimg.com/profile_banners/88836132/1453400249,2B70C4,FFFFFF,FEF3D3,333333,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3,30,Wolverines,26,37,,,,,,,,,,,,7.05429E+17,7.05429E+17,98,121,http://pbs.twimg.com/media/CcowEzjUMAU-fCM.jpg,https://pbs.twimg.com/media/CcowEzjUMAU-fCM.jpg,https://t.co/NMxhXed7dm,pic.twitter.com/NMxhXed7dm,http://twitter.com/UMich/status/705437786245955584/photo/1,photo,medium,600,300,fit,,,,,7.05429E+17,7.05429E+17,98,121,http://pbs.twimg.com/media/CcowEzjUMAU-fCM.jpg,https://pbs.twimg.com/media/CcowEzjUMAU-fCM.jpg,https://t.co/NMxhXed7dm,pic.twitter.com/NMxhXed7dm,http://twitter.com/UMich/status/705437786245955584/photo/1,photo,medium,600,300,fit,,,,,,,,,,,FALSE,FALSE,FALSE,en
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NationalReadingMonth,76,97,,,,,,,,,,,,,,,,,,,,,,thumb,150,150,crop,,,,,,,,,,,,,,,thumb,150,150,crop,,,,,,,,,,,,,,
